,image_name,Subset,image_url,OriginalLandingURL,License,AuthorProfileURL,Author,Title,OriginalSize,OriginalMD5,Thumbnail300KURL,Rotation
0,91ec0ff3f1e2f9f5,train,https://farm6.staticflickr.com/6055/6271858738_bf18882e75_o.jpg,https://www.flickr.com/photos/mjk23/6271858738,https://creativecommons.org/licenses/by/2.0/,https://www.flickr.com/people/mjk23/,MJ Klaver,versleten knopjes,753954,H6/JHwRG+efPr8P7FYi2Kw==,https://c2.staticflickr.com/7/6055/6271858738_1c525c7e29_z.jpg,0.0
1,9adaaa25edd61190,train,https://farm1.staticflickr.com/5612/15495316532_2eb4da3f15_o.jpg,https://www.flickr.com/photos/janitors/15495316532,https://creativecommons.org/licenses/by/2.0/,https://www.flickr.com/people/janitors/,Kārlis Dambrāns,Huawei Ascend P7,2183000,HxIE9aC3x/NDqQsOCkHZdQ==,https://c4.staticflickr.com/6/5612/15495316532_57e3977700_z.jpg,0.0
2,f4f4df040a402389,train,https://c2.staticflickr.com/8/7358/11083981874_7bf9216860_o.jpg,https://www.flickr.com/photos/janitors/11083981874,https://creativecommons.org/licenses/by/2.0/,https://www.flickr.com/people/janitors/,Kārlis Dambrāns,Nexus 5,4219303,PScNUSxZrflSpALmHtbo5g==,https://c5.staticflickr.com/8/7358/11083981874_5384da07e6_z.jpg,0.0
3,3bc879cee2c997b0,train,https://farm1.staticflickr.com/7228/7212733072_c596baf252_o.jpg,https://www.flickr.com/photos/lge/7212733072,https://creativecommons.org/licenses/by/2.0/,https://www.flickr.com/people/lge/,LG전자,"LG전자, 전략 스마트폰 ‘옵티머스 LTE Ⅱ’ 출시",347419,hzFUYY4OIP3a+n/Y043XZw==,https://c8.staticflickr.com/8/7228/7212733072_7310e61d4c_z.jpg,
4,88b13fdaccf25c81,train,https://farm2.staticflickr.com/5481/10653599025_558fde5085_o.jpg,https://www.flickr.com/photos/vernieman/10653599025,https://creativecommons.org/licenses/by/2.0/,https://www.flickr.com/people/vernieman/,Vernon Chan,UTOO Powerbank 6,66600,z4TX+Z3qD5srydf/Mq3vXA==,https://c8.staticflickr.com/6/5481/10653599025_9918e325de_z.jpg,
5,306304808e3fc575,train,https://farm6.staticflickr.com/5248/5218234325_435667321a_o.jpg,https://www.flickr.com/photos/stephanridgway/5218234325,https://creativecommons.org/licenses/by/2.0/,https://www.flickr.com/people/stephanridgway/,Stephan Ridgway,Horizon MiniPak charging an iPhone,3971365,nr+2K9eM+zz4AJvEAx1K9Q==,https://c1.staticflickr.com/6/5248/5218234325_575373c4fe_z.jpg,0.0
6,167f31a629ed3ba3,train,https://farm4.staticflickr.com/2405/2528048249_f4b13c3bb8_o.jpg,https://www.flickr.com/photos/kalleboo/2528048249,https://creativecommons.org/licenses/by/2.0/,https://www.flickr.com/people/kalleboo/,Karl Baron,Oh god Ku-man has escaped his room,1418613,wsYREYymS2iEAU3zP2I1yA==,https://c3.staticflickr.com/3/2405/2528048249_af7c265a1b_z.jpg,270.0
7,413286aea3c82160,train,https://farm1.staticflickr.com/3851/15059563860_efd7a2a972_o.jpg,https://www.flickr.com/photos/pestoverde/15059563860,https://creativecommons.org/licenses/by/2.0/,https://www.flickr.com/people/pestoverde/,Maurizio Pesce,Samsung Galaxy S5 unveiled at the 2014 Mobile World Congress,6880561,e9WzmLdupJfv/t/ZKSdtNw==,https://c4.staticflickr.com/4/3851/15059563860_c789206669_z.jpg,0.0
8,641a8e4e6253cdc5,train,https://farm6.staticflickr.com/8046/8104559875_c6421820a9_o.jpg,https://www.flickr.com/photos/64148767@N00/8104559875,https://creativecommons.org/licenses/by/2.0/,https://www.flickr.com/people/64148767@N00/,essie,Old skool,83428,wEzuOqF/FiTR/Nj3gxVwcg==,https://c7.staticflickr.com/9/8046/8104559875_6f60a0ca2b_z.jpg,0.0
9,ecd73a8be1d745fd,train,https://c6.staticflickr.com/4/3847/14975288056_aba99ea551_o.jpg,https://www.flickr.com/photos/linusblanket17/14975288056,https://creativecommons.org/licenses/by/2.0/,https://www.flickr.com/people/linusblanket17/,Linusblanket17,매직인더문라이트 영화 보러왔어요  #vscocam,58399,NvrgQcj02OX5f6Vq9kL95A==,https://c1.staticflickr.com/4/3847/14975288056_a130863bbe_z.jpg,0.0
10,8e5cb5c704a1daed,train,https://c6.staticflickr.com/6/5613/14971078704_98ca74110e_o.jpg,https://www.flickr.com/photos/techcrunch/14971078704,https://creativecommons.org/licenses/by/2.0/,https://www.flickr.com/people/techcrunch/,TechCrunch,TechCrunch Disrupt LDN 2014: Day 2,4150109,MwkAhPT6XeD+X1V2lM0CKA==,https://c5.staticflickr.com/6/5613/14971078704_322cd88e86_z.jpg,0.0
11,e42809a9ef2c626f,train,https://c8.staticflickr.com/2/1058/4729560709_9ee26d7cbb_o.jpg,https://www.flickr.com/photos/superzelle/4729560709,https://creativecommons.org/licenses/by/2.0/,https://www.flickr.com/people/superzelle/,bilderheld,"iPod, iPhone4 and iPhone 3GS",244317,EDRONstEXda5xg+4UuuzCA==,https://c2.staticflickr.com/2/1058/4729560709_5c21881308_z.jpg,
12,1db9a24f85beec61,train,https://farm2.staticflickr.com/8375/8583053261_504c593519_o.jpg,https://www.flickr.com/photos/compudemano/8583053261,https://creativecommons.org/licenses/by/2.0/,https://www.flickr.com/people/compudemano/,Compudemano,"Spigen SGP anti-shock estuche anti golpes para iPhone 5. Cómpralo ya en @Compudemano, #cadadíamejor",60343,CgDJmhxz2U1oH44Tk2vDCQ==,https://c5.staticflickr.com/9/8375/8583053261_abd4b728e3_z.jpg,
13,d9a838befa745c08,train,https://c1.staticflickr.com/6/5015/5395172336_3ac60166e5_o.jpg,https://www.flickr.com/photos/shisho_1975/5395172336,https://creativecommons.org/licenses/by/2.0/,https://www.flickr.com/people/shisho_1975/,shinji_w,[ICT]ようやくIDEOS(Android)に美しきメイリオフォントがぶち込めた! 違和感あるCJKフォントともおさらばです(^-^)/,97876,eCd6g7JMTwvIdNbG1xuWtg==,https://c8.staticflickr.com/6/5015/5395172336_0dd93a2b35_z.jpg,0.0
14,b25c2dcbcebc44bb,train,https://c4.staticflickr.com/3/2852/13263137464_e5e2cc35de_o.jpg,https://www.flickr.com/photos/vernieman/13263137464,https://creativecommons.org/licenses/by/2.0/,https://www.flickr.com/people/vernieman/,Vernon Chan,Sony-A5000-Samples-16-LR,64943,F27gC7TmnTL41f/RQ+9/UA==,https://c5.staticflickr.com/3/2852/13263137464_53e33e655d_z.jpg,
15,00c1c81c16f2fc9a,train,https://c3.staticflickr.com/4/3371/3670122920_a92a2d9197_o.jpg,https://www.flickr.com/photos/lge/3670122920,https://creativecommons.org/licenses/by/2.0/,https://www.flickr.com/people/lge/,LG전자,트랜스포머2_버사(versa)폰,115323,oCiKY43StZcmSU2BiQR/0A==,https://c6.staticflickr.com/4/3371/3670122920_642d4fa23f_z.jpg?zz=1,0.0
16,faa46cfb8cced5a3,train,https://farm4.staticflickr.com/2837/13467800404_71de16da83_o.jpg,https://www.flickr.com/photos/janitors/13467800404,https://creativecommons.org/licenses/by/2.0/,https://www.flickr.com/people/janitors/,Kārlis Dambrāns,Samsung Galaxy S5 with Gear Fit smartwatch,2870272,Ozku+h/+ATEdaRR4aQNQPg==,https://c8.staticflickr.com/3/2837/13467800404_9779f5e5d9_z.jpg,0.0
17,e843250a92267045,train,https://farm6.staticflickr.com/134/378857816_96fd0396db_o.jpg,https://www.flickr.com/photos/rahims/378857816,https://creativecommons.org/licenses/by/2.0/,https://www.flickr.com/people/rahims/,rahims,TV + Cellphone = Jealousy,1284532,/fAABj0WP86P9pw9j+2ZVA==,https://c4.staticflickr.com/1/134/378857816_96fd0396db_z.jpg,0.0
18,d6d0a6b7e81a519b,train,https://c4.staticflickr.com/9/8365/8466273863_50a818fb7d_o.jpg,https://www.flickr.com/photos/goodncrazy/8466273863,https://creativecommons.org/licenses/by/2.0/,https://www.flickr.com/people/goodncrazy/,Carissa Rogers,HTC Windows 8X Cell phone smart phone,33036,/VIs0nSlaMrSm+fgq96ZEQ==,https://c1.staticflickr.com/9/8365/8466273863_ba311fcc07_z.jpg,0.0
19,949524f40e44a7a8,train,https://c1.staticflickr.com/9/8231/8536958482_9d08d93506_o.jpg,https://www.flickr.com/photos/janitors/8536958482,https://creativecommons.org/licenses/by/2.0/,https://www.flickr.com/people/janitors/,Kārlis Dambrāns,HTC One launch Latvia - 01,174387,10jwRB7IIjrsf+lReqJ5Zg==,https://c7.staticflickr.com/9/8231/8536958482_561467898d_z.jpg,0.0
20,19ca7b7d9b8c2ebd,train,https://c6.staticflickr.com/6/5011/5404116163_2f0d77f295_o.jpg,https://www.flickr.com/photos/clanlife/5404116163,https://creativecommons.org/licenses/by/2.0/,https://www.flickr.com/people/clanlife/,Phil Campbell,joby tripod clips work for playtouch and ipod touch,977557,g8yFsh7sKYBewVv7aE9Eww==,https://c7.staticflickr.com/6/5011/5404116163_94b83d4161_z.jpg,0.0
21,005cb9e795fa91de,train,https://c7.staticflickr.com/1/709/20669896025_fce2b75cc2_o.jpg,https://www.flickr.com/photos/kristinsloan/20669896025,https://creativecommons.org/licenses/by/2.0/,https://www.flickr.com/people/kristinsloan/,kristin sloan,"August 17, 2015 at 09:33PM",30859,7EBRMeC50/D9jjYpqcGQxQ==,https://c5.staticflickr.com/1/709/20669896025_300a6b6b37_z.jpg,
22,936648d021c3d25f,train,https://c8.staticflickr.com/4/3950/15463472347_8d7e24b7fd_o.jpg,https://www.flickr.com/photos/124830340@N02/15463472347,https://creativecommons.org/licenses/by/2.0/,https://www.flickr.com/people/124830340@N02/,KD Nguyễn,FOTO :TONY,13534130,l+8AzxOXO/OClAhNM+9NDQ==,https://c7.staticflickr.com/4/3950/15463472347_5766c77ac6_z.jpg,0.0
